Gene_set,Selected,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Molecular_Function_2021,,C-X-C chemokine binding (GO:0019958),1/5,0.67236026,0.999995945,0,0,1,0.396960981,CXCR1
GO_Molecular_Function_2021,,chondroitin sulfotransferase activity (GO:0034481),1/5,0.67236026,0.999995945,0,0,1,0.396960981,CHST3
GO_Molecular_Function_2021,,collagen binding involved in cell-matrix adhesion (GO:0098639),1/5,0.67236026,0.999995945,0,0,1,0.396960981,ITGA1
GO_Molecular_Function_2021,,creatine kinase activity (GO:0004111),1/5,0.67236026,0.999995945,0,0,1,0.396960981,CKMT1A
GO_Molecular_Function_2021,,deoxyribonuclease I activity (GO:0004530),1/5,0.67236026,0.999995945,0,0,1,0.396960981,DNASE1L3
GO_Molecular_Function_2021,,"endoribonuclease activity, producing 3'-phosphomonoesters (GO:0016892)",1/5,0.67236026,0.999995945,0,0,1,0.396960981,RNASE8
GO_Molecular_Function_2021,,exopolyphosphatase activity (GO:0004309),1/5,0.67236026,0.999995945,0,0,1,0.396960981,ATCAY
GO_Molecular_Function_2021,,fructose transmembrane transporter activity (GO:0005353),1/5,0.67236026,0.999995945,0,0,1,0.396960981,SLC2A7
GO_Molecular_Function_2021,,ganglioside binding (GO:0035594),1/5,0.67236026,0.999995945,0,0,1,0.396960981,MAG
GO_Molecular_Function_2021,,glutamate-gated calcium ion channel activity (GO:0022849),1/5,0.67236026,0.999995945,0,0,1,0.396960981,GRIN1
GO_Molecular_Function_2021,,glutathione transmembrane transporter activity (GO:0034634),1/5,0.67236026,0.999995945,0,0,1,0.396960981,GJA1
GO_Molecular_Function_2021,,histone demethylase activity (H3-K27 specific) (GO:0071558),1/5,0.67236026,0.999995945,0,0,1,0.396960981,UTY
GO_Molecular_Function_2021,,histone demethylase activity (H3-trimethyl-K4 specific) (GO:0034647),1/5,0.67236026,0.999995945,0,0,1,0.396960981,KDM5D
GO_Molecular_Function_2021,,"hydroxymethyl-, formyl- and related transferase activity (GO:0016742)",1/5,0.67236026,0.999995945,0,0,1,0.396960981,FTCD
GO_Molecular_Function_2021,,IgG binding (GO:0019864),1/5,0.67236026,0.999995945,0,0,1,0.396960981,PIP
GO_Molecular_Function_2021,,"inositol 1,3,4,5 tetrakisphosphate binding (GO:0043533)",1/5,0.67236026,0.999995945,0,0,1,0.396960981,ITPR3
GO_Molecular_Function_2021,,L-arginine transmembrane transporter activity (GO:0061459),1/5,0.67236026,0.999995945,0,0,1,0.396960981,SLC47A1
GO_Molecular_Function_2021,,L-histidine transmembrane transporter activity (GO:0005290),1/5,0.67236026,0.999995945,0,0,1,0.396960981,SLC38A3
GO_Molecular_Function_2021,,L-lysine transmembrane transporter activity (GO:0015189),1/5,0.67236026,0.999995945,0,0,1,0.396960981,SLC7A2
GO_Molecular_Function_2021,,L-ornithine transmembrane transporter activity (GO:0000064),1/5,0.67236026,0.999995945,0,0,1,0.396960981,SLC7A2
GO_Molecular_Function_2021,,leukotriene-C4 synthase activity (GO:0004464),1/5,0.67236026,0.999995945,0,0,1,0.396960981,LTC4S
GO_Molecular_Function_2021,,N-acetylgalactosamine 4-O-sulfotransferase activity (GO:0001537),1/5,0.67236026,0.999995945,0,0,1,0.396960981,CHST8
GO_Molecular_Function_2021,,nitrite reductase activity (GO:0098809),1/5,0.67236026,0.999995945,0,0,1,0.396960981,MTARC2
GO_Molecular_Function_2021,,oligopeptide transmembrane transporter activity (GO:0035673),1/5,0.67236026,0.999995945,0,0,1,0.396960981,SLC15A3
GO_Molecular_Function_2021,,"oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor (GO:0016723)",1/5,0.67236026,0.999995945,0,0,1,0.396960981,STEAP2
GO_Molecular_Function_2021,,oxo-acid-lyase activity (GO:0016833),1/5,0.67236026,0.999995945,0,0,1,0.396960981,HOGA1
GO_Molecular_Function_2021,,phosphatidylcholine flippase activity (GO:0140345),1/5,0.67236026,0.999995945,0,0,1,0.396960981,ATP10A
GO_Molecular_Function_2021,,phosphatidylcholine transfer activity (GO:0120019),1/5,0.67236026,0.999995945,0,0,1,0.396960981,MTTP
GO_Molecular_Function_2021,,phosphatidylserine flippase activity (GO:0140346),1/5,0.67236026,0.999995945,0,0,1,0.396960981,ATP8A2
GO_Molecular_Function_2021,,"phosphotransferase activity, nitrogenous group as acceptor (GO:0016775)",1/5,0.67236026,0.999995945,0,0,1,0.396960981,CKMT1A
GO_Molecular_Function_2021,,protein-arginine omega-N monomethyltransferase activity (GO:0035241),1/5,0.67236026,0.999995945,0,0,1,0.396960981,PRMT8
GO_Molecular_Function_2021,,pyruvate dehydrogenase (acetyl-transferring) kinase activity (GO:0004740),1/5,0.67236026,0.999995945,0,0,1,0.396960981,PDK4
GO_Molecular_Function_2021,,rDNA binding (GO:0000182),1/5,0.67236026,0.999995945,0,0,1,0.396960981,BNC1
GO_Molecular_Function_2021,,ribose phosphate diphosphokinase activity (GO:0004749),1/5,0.67236026,0.999995945,0,0,1,0.396960981,PRPS1L1
GO_Molecular_Function_2021,,RNA polymerase II general transcription initiation factor binding (GO:0001091),1/5,0.67236026,0.999995945,0,0,1,0.396960981,AR
GO_Molecular_Function_2021,,serine C-palmitoyltransferase activity (GO:0004758),1/5,0.67236026,0.999995945,0,0,1,0.396960981,SPTSSB
GO_Molecular_Function_2021,,single-stranded DNA 3'-5' exodeoxyribonuclease activity (GO:0008310),1/5,0.67236026,0.999995945,0,0,1,0.396960981,MEIOB
GO_Molecular_Function_2021,,sphingomyelin phosphodiesterase activity (GO:0004767),1/5,0.67236026,0.999995945,0,0,1,0.396960981,SMPDL3A
GO_Molecular_Function_2021,,sphingosine-1-phosphate receptor activity (GO:0038036),1/5,0.67236026,0.999995945,0,0,1,0.396960981,S1PR1
GO_Molecular_Function_2021,,syndecan binding (GO:0045545),1/5,0.67236026,0.999995945,0,0,1,0.396960981,SEMA5A
GO_Molecular_Function_2021,,nuclease activity (GO:0004518),11/60,0.676905095,0.999995945,0,0,0.897677798,0.350295601,ERN2;AZGP1;RNASE8;RNASE7;ENPP1;RNASE13;RNASE3;RNASE12;RNASE2;RNASE1;DNASE1L3
GO_Molecular_Function_2021,,AMP binding (GO:0016208),2/11,0.677950252,0.999995945,0,0,0.888833306,0.345472946,MPPED2;FBP1
GO_Molecular_Function_2021,,C-acyltransferase activity (GO:0016408),2/11,0.677950252,0.999995945,0,0,0.888833306,0.345472946,ACSM5;ACSM4
GO_Molecular_Function_2021,,calcium channel inhibitor activity (GO:0019855),2/11,0.677950252,0.999995945,0,0,0.888833306,0.345472946,AMBP;TNNI3
GO_Molecular_Function_2021,,myosin II binding (GO:0045159),2/11,0.677950252,0.999995945,0,0,0.888833306,0.345472946,MYL4;GSN
GO_Molecular_Function_2021,,transaminase activity (GO:0008483),2/11,0.677950252,0.999995945,0,0,0.888833306,0.345472946,AADAT;AGXT
GO_Molecular_Function_2021,,UDP-galactosyltransferase activity (GO:0035250),2/11,0.677950252,0.999995945,0,0,0.888833306,0.345472946,B3GALT5;A3GALT2
GO_Molecular_Function_2021,,"acyltransferase activity, transferring groups other than amino-acyl groups (GO:0016747)",14/76,0.679326955,0.999995945,0,0,0.902885907,0.349103312,GLYATL3;GLYATL2;DGAT2;PLA2G4E;MOGAT1;PLAAT2;GLYAT;NAT16;GLYATL1B;AWAT1;SOAT2;AWAT2;ASPG;CERS1
GO_Molecular_Function_2021,,phosphatidylinositol binding (GO:0035091),17/92,0.683011318,0.999995945,0,0,0.906268307,0.345509217,GRB7;NCF1;ZFYVE9;FRMPD2;SEPTIN12;ITPR3;THY1;SNX31;SNAP91;PARD3B;RPH3A;SCIN;CEACAM5;PARD3;RUBCNL;TNFAIP8L3;PLEKHN1
GO_Molecular_Function_2021,,hydro-lyase activity (GO:0016836),10/55,0.684400849,0.999995945,0,0,0.888610415,0.336971285,CA12;CA1;UROC1;CA5A;CA4;CA7;CA6;CA9;CA8;ENO4
GO_Molecular_Function_2021,,receptor antagonist activity (GO:0048019),5/28,0.685273593,0.999995945,0,0,0.86940197,0.328579271,IGSF1;FST;PXDN;DKK1;DKK2
GO_Molecular_Function_2021,,tumor necrosis factor receptor superfamily binding (GO:0032813),5/28,0.685273593,0.999995945,0,0,0.86940197,0.328579271,EDA;CD40LG;DAB2IP;TNFSF11;TNF
GO_Molecular_Function_2021,,peptidase activator activity involved in apoptotic process (GO:0016505),3/17,0.690483956,0.999995945,0,0,0.857035634,0.317413895,NLRP12;MAL;NKX3-1
GO_Molecular_Function_2021,,cholesterol binding (GO:0015485),9/50,0.692943012,0.999995945,0,0,0.877773771,0.321974018,SULT2B1;SOAT2;CAV1;PTCH1;APOF;PMP2;APOD;APOA5;OSBP2
GO_Molecular_Function_2021,,ATP hydrolysis activity (GO:0140603),8/45,0.70279953,0.999995945,0,0,0.864594053,0.304928135,ABCD2;DDX4;KIF26A;HSPA6;ABCA4;TDRD9;ABCG4;CFTR
GO_Molecular_Function_2021,,copper ion binding (GO:0005507),8/45,0.70279953,0.999995945,0,0,0.864594053,0.304928135,MOXD1;DCT;GPC1;SNCG;S100A12;PRND;MT3;SOD3
GO_Molecular_Function_2021,,carboxy-lyase activity (GO:0016831),4/23,0.703610128,0.999995945,0,0,0.84194721,0.295970437,DDC;GAD1;HDC;ACOD1
GO_Molecular_Function_2021,,microtubule motor activity (GO:0003777),10/56,0.707112465,0.999995945,0,0,0.869238313,0.301248056,DNAI2;KIF19;DNAH2;KIF5C;DNAH8;KIF26A;KIF5A;KIF1A;KIF17;DYNC1I1
GO_Molecular_Function_2021,,receptor tyrosine kinase binding (GO:0030971),10/56,0.707112465,0.999995945,0,0,0.869238313,0.301248056,SHC2;SHC3;ANGPT2;GRB14;IRS1;TRAT1;ARHGEF16;ACP4;NRG1;ALKAL1
GO_Molecular_Function_2021,,GDP binding (GO:0019003),12/67,0.712320026,0.999995945,0,0,0.872344306,0.295923609,RAB3B;DIRAS3;RASL12;RAB31;DIRAS1;SEPTIN12;RRAS2;GNAT1;RAB17;GBP1;GEM;RAB8B
GO_Molecular_Function_2021,,transcription cis-regulatory region binding (GO:0000976),105/549,0.714459596,0.999995945,0,0,0.944488776,0.317564359,FOXA1;PRDM5;OTP;TNF;DUX4;SOX2;ZNF80;CREB3L3;SALL2;SOX18;ZFP37;SOX5;KCNH2;ZNF560;MSX2;OSR1;ZNF705A;HNF1A;NPAS4;AR;ISL2;RFX6;HOXB1;ZNF556;LMX1B;HOXB8;ARX;GATA6;TWIST2;GATA5;PRDM14;TWIST1;AEBP1;MACROH2A2;GATA1;SCRT2;ZFP57;NKX2-1;ALX3;ALX1;MSC;HOXC8;TFAP2A;EGR1;TFAP2C;FOXF2;FOXF1;HMGA2;FOXN4;FOXN1;ISX;PHOX2A;LHX3;LHX1;LHX6;LHX5;ZBTB8B;LHX9;VSX1;BARHL1;BNC2;BNC1;TCF24;TCF23;SIX1;HIF3A;GLI1;DMBX1;HNF4A;TEAD1;NKX3-1;KLF11;TCF15;PEG3;PROX1;KLF15;PAX2;MMP12;ETV7;NR5A2;TAL1;TFDP3;PPARG;ASCL5;YAP1;FOXC2;FOXC1;ASCL4;LEF1;BARX1;BARX2;CUX2;ERBB4;TBX20;DRGX;PURG;DMRT1;CDX2;NR1H4;FOXJ1;GRHL2;TBX18;KLF1;MIXL1;FOXA2
GO_Molecular_Function_2021,,"3',5'-cyclic-AMP phosphodiesterase activity (GO:0004115)",2/12,0.725206035,0.999995945,0,0,0.79989995,0.257007437,PDE1B;PDE4C
GO_Molecular_Function_2021,,alanine transmembrane transporter activity (GO:0022858),2/12,0.725206035,0.999995945,0,0,0.79989995,0.257007437,SLC36A3;SLC38A3
GO_Molecular_Function_2021,,cAMP binding (GO:0030552),2/12,0.725206035,0.999995945,0,0,0.79989995,0.257007437,PDE10A;BVES
GO_Molecular_Function_2021,,cytidine deaminase activity (GO:0004126),2/12,0.725206035,0.999995945,0,0,0.79989995,0.257007437,AICDA;APOBEC3A
GO_Molecular_Function_2021,,death receptor activity (GO:0005035),2/12,0.725206035,0.999995945,0,0,0.79989995,0.257007437,NGFR;TNFRSF4
GO_Molecular_Function_2021,,m7G(5')pppN diphosphatase activity (GO:0050072),2/12,0.725206035,0.999995945,0,0,0.79989995,0.257007437,NUDT11;NUDT10
GO_Molecular_Function_2021,,RNA stem-loop binding (GO:0035613),2/12,0.725206035,0.999995945,0,0,0.79989995,0.257007437,MYH10;LARP6
GO_Molecular_Function_2021,,transmembrane receptor protein tyrosine kinase adaptor activity (GO:0005068),2/12,0.725206035,0.999995945,0,0,0.79989995,0.257007437,IRS1;TRAT1
GO_Molecular_Function_2021,,tumor necrosis factor receptor binding (GO:0005164),2/12,0.725206035,0.999995945,0,0,0.79989995,0.257007437,TNFSF11;TNF
GO_Molecular_Function_2021,,endopeptidase regulator activity (GO:0061135),8/46,0.726947036,0.999995945,0,0,0.841788841,0.268447856,SMR3A;SPINK1;SLPI;AHSG;PZP;SPP2;PI3;LPA
GO_Molecular_Function_2021,,Hsp90 protein binding (GO:0051879),6/35,0.728123726,0.999995945,0,0,0.827327198,0.262497924,UNC45B;PACRG;KDR;CYP1A1;NOD2;GBP1
GO_Molecular_Function_2021,,"phosphatidylinositol-3,4,5-trisphosphate binding (GO:0005547)",6/35,0.728123726,0.999995945,0,0,0.827327198,0.262497924,MYO1B;MYO10;PLA2G4E;PARD3;ARAP3;FERMT2
GO_Molecular_Function_2021,,acyl-CoA hydrolase activity (GO:0047617),3/18,0.728777403,0.999995945,0,0,0.799849887,0.253062057,ACOT12;THEM5;ACOT6
GO_Molecular_Function_2021,,cholesterol transfer activity (GO:0120020),3/18,0.728777403,0.999995945,0,0,0.799849887,0.253062057,ABCG5;MTTP;APOB
GO_Molecular_Function_2021,,transforming growth factor beta receptor binding (GO:0005160),3/18,0.728777403,0.999995945,0,0,0.799849887,0.253062057,TGFBR3L;FERMT2;SMAD7
GO_Molecular_Function_2021,,nuclear localization sequence binding (GO:0008139),4/24,0.736293132,0.999995945,0,0,0.7997998,0.244840284,NPAP1;NFKBIA;POM121L2;KPNA7
GO_Molecular_Function_2021,,transforming growth factor beta binding (GO:0050431),4/24,0.736293132,0.999995945,0,0,0.7997998,0.244840284,ACVRL1;TGFBR3L;LRRC32;LTBP1
GO_Molecular_Function_2021,,1-acylglycerophosphocholine O-acyltransferase activity (GO:0047184),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,MBOAT2
GO_Molecular_Function_2021,,apolipoprotein receptor binding (GO:0034190),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,PCSK9
GO_Molecular_Function_2021,,arachidonate-CoA ligase activity (GO:0047676),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,ACSL6
GO_Molecular_Function_2021,,bile acid:sodium symporter activity (GO:0008508),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,SLC10A2
GO_Molecular_Function_2021,,C3HC4-type RING finger domain binding (GO:0055131),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,KCNH2
GO_Molecular_Function_2021,,carnitine O-acyltransferase activity (GO:0016406),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,CPT1C
GO_Molecular_Function_2021,,cobalamin binding (GO:0031419),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,CBLIF
GO_Molecular_Function_2021,,collagen receptor activity (GO:0038064),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,MUSK
GO_Molecular_Function_2021,,cyclic nucleotide-dependent protein kinase activity (GO:0004690),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,PRKG1
GO_Molecular_Function_2021,,dehydroascorbic acid transmembrane transporter activity (GO:0033300),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,SLC2A14
GO_Molecular_Function_2021,,diphosphotransferase activity (GO:0016778),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,PRPS1L1
GO_Molecular_Function_2021,,dopamine receptor binding (GO:0050780),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,CLIC6
GO_Molecular_Function_2021,,double-stranded methylated DNA binding (GO:0010385),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,EGR1
GO_Molecular_Function_2021,,fructose binding (GO:0070061),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,CLEC4G
GO_Molecular_Function_2021,,glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity (GO:0047238),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,CHSY3
GO_Molecular_Function_2021,,immunoglobulin receptor binding (GO:0034987),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,TARM1
GO_Molecular_Function_2021,,L-serine transmembrane transporter activity (GO:0015194),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,SLC7A10
GO_Molecular_Function_2021,,long-chain fatty acyl-CoA binding (GO:0036042),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,ACOT12
GO_Molecular_Function_2021,,neurotrophin TRK receptor binding (GO:0005167),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,PLCG1
GO_Molecular_Function_2021,,neurotrophin TRKA receptor binding (GO:0005168),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,PLCG1
GO_Molecular_Function_2021,,palmitoyl-CoA hydrolase activity (GO:0016290),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,THEM5
GO_Molecular_Function_2021,,peroxisome targeting sequence binding (GO:0000268),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,PEX5L
GO_Molecular_Function_2021,,protein phosphatase 2B binding (GO:0030346),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,MYOZ2
GO_Molecular_Function_2021,,RNA-directed DNA polymerase activity (GO:0003964),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,TERT
GO_Molecular_Function_2021,,STAT family protein binding (GO:0097677),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,FAM220A
GO_Molecular_Function_2021,,sulfur amino acid transmembrane transporter activity (GO:0000099),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,SLC1A1
GO_Molecular_Function_2021,,telomerase activity (GO:0003720),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,TERT
GO_Molecular_Function_2021,,trace-amine receptor activity (GO:0001594),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,TAAR1
GO_Molecular_Function_2021,,tripeptide transmembrane transporter activity (GO:0042937),1/6,0.737904358,0.999995945,0,0,0.799949987,0.243137647,GJA1
GO_Molecular_Function_2021,,carboxylic acid binding (GO:0031406),7/41,0.73927484,0.999995945,0,0,0.823220047,0.248682855,GLRA1;GLRA2;MAG;NOS3;PCK1;THNSL2;GRIN1
GO_Molecular_Function_2021,,protein phosphatase binding (GO:0019903),22/123,0.75467355,0.999995945,0,0,0.870575293,0.245040834,PPP1R16B;FLT4;ITGA1;DYNLT4;DAB2IP;PPP1R3A;LILRB1;LILRB2;ANK1;PTK2;EGFR;MYO16;CDH5;SH3RF2;PPP1R3C;LCK;KCNQ1;SMTNL2;ROS1;MYOZ2;MET;PDLIM4
GO_Molecular_Function_2021,,phosphoric ester hydrolase activity (GO:0042578),9/53,0.759550223,0.999995945,0,0,0.817771805,0.224910825,PHOSPHO1;EPHX2;MPPED2;ACP4;ATP1A2;DUSP15;ENPP6;DUSP8;SMPDL3A
GO_Molecular_Function_2021,,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines (GO:0016814)",3/19,0.763240204,0.999995945,0,0,0.749812359,0.202586164,ADARB2;AICDA;APOBEC3A
GO_Molecular_Function_2021,,phosphatidylinositol 3-kinase regulator activity (GO:0035014),3/19,0.763240204,0.999995945,0,0,0.749812359,0.202586164,SOCS1;CISH;PIK3R3
GO_Molecular_Function_2021,,RNA cap binding (GO:0000339),3/19,0.763240204,0.999995945,0,0,0.749812359,0.202586164,NCBP2L;EIF4E1B;IFIT5
GO_Molecular_Function_2021,,sterol transfer activity (GO:0120015),3/19,0.763240204,0.999995945,0,0,0.749812359,0.202586164,ABCG5;MTTP;APOB
GO_Molecular_Function_2021,,aldehyde dehydrogenase (NAD+) activity (GO:0004029),2/13,0.766446403,0.999995945,0,0,0.727136295,0.193411352,ALDH1L1;ALDH1A2
GO_Molecular_Function_2021,,GDP-dissociation inhibitor activity (GO:0005092),2/13,0.766446403,0.999995945,0,0,0.727136295,0.193411352,ARHGDIG;SH3BP4
GO_Molecular_Function_2021,,GTPase inhibitor activity (GO:0005095),2/13,0.766446403,0.999995945,0,0,0.727136295,0.193411352,SLIT2;CPEB2
GO_Molecular_Function_2021,,"intramolecular oxidoreductase activity, transposing C=C bonds (GO:0016863)",2/13,0.766446403,0.999995945,0,0,0.727136295,0.193411352,HSD3B2;DCT
GO_Molecular_Function_2021,,P-type ion transporter activity (GO:0015662),2/13,0.766446403,0.999995945,0,0,0.727136295,0.193411352,ATP2B3;ATP2C2
GO_Molecular_Function_2021,,manganese ion binding (GO:0030145),8/48,0.771145382,0.999995945,0,0,0.799599198,0.207798529,GALNT3;MGAT5B;MPPED2;FAM20C;MGAT2;PCK1;LARGE1;LARGE2
GO_Molecular_Function_2021,,pyrophosphatase activity (GO:0016462),9/54,0.779329165,0.999995945,0,0,0.799548985,0.199344971,NUDT11;NUDT10;PHOSPHO1;ATCAY;ENTPD2;PLPP4;ENPP1;ALPL;ENPP3
GO_Molecular_Function_2021,,sterol binding (GO:0032934),10/60,0.787169103,0.999995945,0,0,0.799498747,0.19132979,SULT2B1;SOAT2;CAV1;PTCH1;RORC;APOF;PMP2;APOD;APOA5;OSBP2
GO_Molecular_Function_2021,,1-alkyl-2-acetylglycerophosphocholine esterase activity (GO:0003847),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,PLA2G7
GO_Molecular_Function_2021,,ABC-type glutathione S-conjugate transporter activity (GO:0015431),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,ABCC3
GO_Molecular_Function_2021,,ADP transmembrane transporter activity (GO:0015217),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,SLC25A41
GO_Molecular_Function_2021,,alcohol dehydrogenase [NAD(P)+] activity (GO:0018455),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,DHRS9
GO_Molecular_Function_2021,,aminophospholipid flippase activity (GO:0015247),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,ATP8A2
GO_Molecular_Function_2021,,"beta-1,3-galactosyltransferase activity (GO:0048531)",1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,B3GALT5
GO_Molecular_Function_2021,,CDP-alcohol phosphatidyltransferase activity (GO:0017169),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,CDS1
GO_Molecular_Function_2021,,ceramide 1-phosphate binding (GO:1902387),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,GLTPD2
GO_Molecular_Function_2021,,DEAD/H-box RNA helicase binding (GO:0017151),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,SP7
GO_Molecular_Function_2021,,extracellularly ATP-gated cation channel activity (GO:0004931),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,P2RX6
GO_Molecular_Function_2021,,glucose:sodium symporter activity (GO:0005412),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,SLC5A1
GO_Molecular_Function_2021,,histone-arginine N-methyltransferase activity (GO:0008469),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,PRMT8
GO_Molecular_Function_2021,,insulin-like growth factor II binding (GO:0031995),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,IGFBP3
GO_Molecular_Function_2021,,interleukin-6 receptor binding (GO:0005138),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,IL6
GO_Molecular_Function_2021,,JUN kinase binding (GO:0008432),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,PTK2
GO_Molecular_Function_2021,,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity (GO:0004571)",1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,MAN1C1
GO_Molecular_Function_2021,,mannosyl-oligosaccharide mannosidase activity (GO:0015924),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,MAN1C1
GO_Molecular_Function_2021,,minor groove of adenine-thymine-rich DNA binding (GO:0003680),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,HMGA2
GO_Molecular_Function_2021,,NAD(P)H oxidase H2O2-forming activity (GO:0016174),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,DUOX2
GO_Molecular_Function_2021,,NADH dehydrogenase activity (GO:0003954),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,ENOX1
GO_Molecular_Function_2021,,nucleotide receptor activity (GO:0016502),1/7,0.790338961,0.999995945,0,0,0.666583312,0.156842628,P2RX6
